Name	CheckpointCER	LearningIteration	TrainingIteration	EvalCER	IterationCER	SubtrainerCER
		78358	384200		0.361000	
		78364	384300		0.342000	
		78372	384400		0.326000	
		78380	384500		0.313000	
		78389	384600		0.313000	
		78400	384700		0.313000	
		78411	384800		0.297000	
		78422	384900		0.251000	
		78428	385000		0.235000	
		78437	385100		0.252000	
		78445	385200		0.233000	
		78461	385300		0.277000	
		78469	385400		0.277000	
		78484	385500		0.293000	
		78491	385600		0.279000	
		78502	385700		0.294000	
		78510	385800		0.295000	
		78519	385900		0.301000	
		78526	386000		0.327000	
		78541	386100		0.297000	
		78554	386200		0.303000	
		78566	386300		0.276000	
		78579	386400		0.298000	
		78590	386500		0.298000	
		78596	386600		0.297000	
		78605	386700		0.282000	
		78616	386800		0.289000	
		78626	386900		0.284000	
		78638	387000		0.292000	
		78645	387100		0.271000	
		78657	387200		0.273000	
		78670	387300		0.271000	
		78683	387400		0.269000	
		78692	387500		0.259000	
		78699	387600		0.258000	
		78707	387700		0.261000	
		78716	387800		0.259000	
		78726	387900		0.255000	
		78738	388000		0.245000	
		78743	388100		0.252000	
		78757	388200		0.261000	
		78767	388300		0.254000	
		78775	388400		0.248000	
		78789	388500		0.268000	
		78805	388600		0.292000	
		78818	388700		0.290000	
		78830	388800		0.295000	
		78841	388900		0.289000	
		78853	389000		0.279000	
		78863	389100		0.280000	
		78875	389200		0.279000	
		78886	389300		0.284000	
		78894	389400		0.271000	
		78905	389500		0.265000	
		78916	389600		0.254000	
		78924	389700		0.247000	
		78932	389800		0.240000	
		78942	389900		0.241000	
		78952	390000		0.271000	
		78965	390100		0.278000	
		78975	390200		0.292000	
		78987	390300		0.302000	
		78998	390400		0.299000	
		79005	390500		0.281000	
		79014	390600		0.275000	
		79021	390700		0.272000	
		79033	390800		0.288000	
		79044	390900		0.293000	
		79052	391000		0.257000	
		79062	391100		0.247000	
		79076	391200		0.238000	
		79092	391300		0.243000	
		79103	391400		0.251000	
		79111	391500		0.255000	
		79122	391600		0.268000	
		79133	391700		0.274000	
		79147	391800		0.268000	
		79158	391900		0.261000	
		79173	392000		0.279000	
		79186	392100		0.291000	
		79193	392200		0.277000	
		79205	392300		0.270000	
		79211	392400		0.258000	
		79220	392500		0.256000	
		79234	392600		0.259000	
		79245	392700		0.269000	
		79253	392800		0.255000	
		79260	392900		0.253000	
		79265	393000		0.233000	
		79275	393100		0.228000	
		79289	393200		0.270000	
		79297	393300		0.256000	
		79302	393400		0.260000	
		79310	393500		0.258000	
		79321	393600		0.257000	
		79332	393700		0.264000	
		79339	393800		0.264000	
		79351	393900		0.274000	
		79356	394000		0.281000	
		79366	394100		0.279000	
		79372	394200		0.232000	
		79383	394300		0.238000	
		79395	394400		0.246000	
		79408	394500		0.259000	
		79415	394600		0.252000	
		79426	394700		0.244000	
		79435	394800		0.252000	
		79449	394900		0.259000	
		79457	395000		0.255000	
		79463	395100		0.252000	
		79473	395200		0.257000	
		79479	395300		0.245000	
		79489	395400		0.280000	
		79497	395500		0.270000	
		79511	395600		0.274000	
		79520	395700		0.269000	
		79531	395800		0.278000	
		79538	395900		0.273000	
		79547	396000		0.284000	
		79563	396100		0.302000	
		79579	396200		0.315000	
		79587	396300		0.322000	
		79593	396400		0.274000	
		79605	396500		0.287000	
		79614	396600		0.273000	
		79621	396700		0.265000	
		79626	396800		0.246000	
		79640	396900		0.247000	
		79649	397000		0.239000	
		79654	397100		0.217000	
		79665	397200		0.205000	
		79674	397300		0.203000	
		79685	397400		0.222000	
		79697	397500		0.234000	
		79704	397600		0.237000	
		79719	397700		0.258000	
		79727	397800		0.260000	
		79737	397900		0.252000	
		79753	398000		0.271000	
		79762	398100		0.283000	
		79775	398200		0.293000	
		79781	398300		0.292000	
		79794	398400		0.282000	
		79803	398500		0.254000	
		79811	398600		0.253000	
		79817	398700		0.227000	
		79824	398800		0.222000	
		79835	398900		0.226000	
		79845	399000		0.221000	
		79849	399100		0.206000	
		79859	399200		0.198000	
		79871	399300		0.215000	
		79881	399400		0.233000	
		79892	399500		0.237000	
		79903	399600		0.251000	
		79918	399700		0.283000	
		79926	399800		0.285000	
		79940	399900		0.289000	
		79949	400000		0.281000	
		79956	400100		0.309000	
		79972	400200		0.315000	
		79983	400300		0.313000	
		79991	400400		0.291000	
		79998	400500		0.283000	
		80006	400600		0.269000	
		80018	400700		0.259000	
		80032	400800		0.272000	
		80042	400900		0.264000	
		80051	401000		0.251000	
		80058	401100		0.229000	
		80065	401200		0.213000	
		80072	401300		0.192000	
		80082	401400		0.195000	
		80095	401500		0.221000	
		80108	401600		0.232000	
		80116	401700		0.222000	
		80130	401800		0.269000	
		80137	401900		0.262000	
		80152	402000		0.282000	
		80157	402100		0.277000	
		80169	402200		0.288000	
		80175	402300		0.297000	
		80183	402400		0.290000	
		80194	402500		0.275000	
		80205	402600		0.274000	
		80213	402700		0.269000	
		80223	402800		0.214000	
		80237	402900		0.232000	
		80245	403000		0.220000	
		80252	403100		0.224000	
		80260	403200		0.212000	
		80270	403300		0.216000	
		80279	403400		0.220000	
		80283	403500		0.209000	
		80293	403600		0.208000	
		80304	403700		0.221000	
		80316	403800		0.227000	
		80329	403900		0.223000	
		80338	404000		0.227000	
		80346	404100		0.225000	
		80354	404200		0.237000	
		80365	404300		0.240000	
		80373	404400		0.241000	
		80382	404500		0.280000	
		80395	404600		0.292000	
		80407	404700		0.297000	
		80416	404800		0.298000	
		80431	404900		0.303000	
		80444	405000		0.309000	
		80455	405100		0.335000	
		80467	405200		0.340000	
		80475	405300		0.332000	
		80485	405400		0.327000	
		80494	405500		0.294000	
		80508	405600		0.287000	
		80517	405700		0.279000	
		80526	405800		0.272000	
		80538	405900		0.263000	
		80550	406000		0.269000	
		80556	406100		0.242000	
		80562	406200		0.233000	
		80576	406300		0.243000	
		80585	406400		0.245000	
		80594	406500		0.241000	
		80606	406600		0.234000	
		80616	406700		0.229000	
		80628	406800		0.241000	
		80632	406900		0.222000	
		80639	407000		0.205000	
		80648	407100		0.209000	
		80663	407200		0.234000	
		80676	407300		0.237000	
		80687	407400		0.245000	
		80702	407500		0.273000	
		80710	407600		0.267000	
		80721	407700		0.272000	
		80734	407800		0.269000	
		80746	407900		0.293000	
		80753	408000		0.292000	
		80763	408100		0.300000	
		80772	408200		0.269000	
		80778	408300		0.257000	
		80787	408400		0.246000	
		80796	408500		0.221000	
		80804	408600		0.224000	
		80812	408700		0.214000	
		80826	408800		0.219000	
		80831	408900		0.198000	
		80839	409000		0.194000	
		80848	409100		0.196000	
		80857	409200		0.214000	
		80865	409300		0.208000	
		80880	409400		0.222000	
		80886	409500		0.221000	
		80896	409600		0.224000	
		80914	409700		0.239000	
		80915	409800		0.207000	
		80922	409900		0.208000	
		80932	410000		0.214000	
		80938	410100		0.203000	
		80946	410200		0.192000	
		80954	410300		0.199000	
		80962	410400		0.183000	
		80968	410500		0.174000	
		80974	410600		0.162000	
		80983	410700		0.143000	
		80993	410800		0.160000	
		81001	410900		0.167000	
		81013	411000		0.170000	
		81024	411100		0.179000	
		81030	411200		0.171000	
		81041	411300		0.177000	
		81052	411400		0.199000	
		81060	411500		0.209000	
		81070	411600		0.225000	
		81077	411700		0.230000	
		81089	411800		0.242000	
		81094	411900		0.233000	
		81101	412000		0.226000	
		81109	412100		0.209000	
		81123	412200		0.218000	
		81128	412300		0.209000	
		81135	412400		0.198000	
		81144	412500		0.199000	
		81156	412600		0.195000	
		81167	412700		0.266000	
		81174	412800		0.270000	
		81181	412900		0.277000	
		81195	413000		0.288000	
		81208	413100		0.305000	
		81216	413200		0.304000	
		81226	413300		0.333000	
		81235	413400		0.328000	
		81250	413500		0.350000	
		81262	413600		0.353000	
		81268	413700		0.273000	
		81278	413800		0.268000	
		81286	413900		0.270000	
		81294	414000		0.269000	
		81302	414100		0.262000	
		81312	414200		0.265000	
		81322	414300		0.238000	
		81334	414400		0.248000	
		81345	414500		0.242000	
		81358	414600		0.244000	
		81367	414700		0.260000	
		81378	414800		0.254000	
		81390	414900		0.258000	
		81395	415000		0.248000	
		81410	415100		0.270000	
		81419	415200		0.267000	
		81429	415300		0.269000	
		81437	415400		0.268000	
		81449	415500		0.257000	
		81456	415600		0.258000	
		81467	415700		0.250000	
		81475	415800		0.248000	
		81484	415900		0.242000	
		81492	416000		0.255000	
		81502	416100		0.234000	
		81513	416200		0.232000	
		81525	416300		0.237000	
		81531	416400		0.232000	
		81542	416500		0.230000	
		81549	416600		0.217000	
		81558	416700		0.214000	
		81569	416800		0.211000	
		81581	416900		0.223000	
		81591	417000		0.211000	
		81601	417100		0.204000	
		81609	417200		0.203000	
		81617	417300		0.201000	
		81624	417400		0.190000	
		81636	417500		0.187000	
		81646	417600		0.201000	
		81660	417700		0.223000	
		81668	417800		0.224000	
		81674	417900		0.218000	
		81682	418000		0.222000	
		81686	418100		0.217000	
		81695	418200		0.215000	
		81706	418300		0.218000	
		81711	418400		0.223000	
		81726	418500		0.235000	
		81736	418600		0.222000	
		81741	418700		0.194000	
		81754	418800		0.192000	
		81762	418900		0.185000	
		81773	419000		0.189000	
		81791	419100		0.219000	
		81800	419200		0.219000	
		81812	419300		0.220000	
		81819	419400		0.224000	
		81823	419500		0.199000	
		81832	419600		0.206000	
		81846	419700		0.240000	
		81856	419800		0.244000	
		81869	419900		0.261000	
		81882	420000		0.280000	
		81892	420100		0.269000	
		81902	420200		0.271000	
		81914	420300		0.263000	
		81927	420400		0.278000	
		81939	420500		0.292000	
		81950	420600		0.292000	
		81956	420700		0.255000	
		81966	420800		0.274000	
		81975	420900		0.268000	
		81984	421000		0.246000	
		81996	421100		0.251000	
		82009	421200		0.254000	
		82016	421300		0.247000	
		82023	421400		0.225000	
		82037	421500		0.224000	
		82048	421600		0.226000	
		82060	421700		0.241000	
		82067	421800		0.215000	
		82077	421900		0.218000	
		82091	422000		0.227000	
		82103	422100		0.222000	
		82115	422200		0.219000	
		82126	422300		0.230000	
		82133	422400		0.243000	
		82138	422500		0.242000	
		82141	422600		0.223000	
		82146	422700		0.213000	
		82158	422800		0.224000	
		82171	422900		0.223000	
		82180	423000		0.214000	
		82187	423100		0.210000	
		82196	423200		0.209000	
		82205	423300		0.200000	
		82211	423400		0.196000	
		82223	423500		0.213000	
		82232	423600		0.226000	
		82237	423700		0.222000	
		82246	423800		0.212000	
		82255	423900		0.207000	
		82262	424000		0.198000	
		82271	424100		0.196000	
		82284	424200		0.201000	
		82290	424300		0.195000	
		82304	424400		0.214000	
		82317	424500		0.208000	
		82328	424600		0.211000	
		82337	424700		0.228000	
		82346	424800		0.226000	
		82353	424900		0.226000	
		82359	425000		0.233000	
		82368	425100		0.230000	
		82377	425200		0.236000	
		82386	425300		0.250000	
		82397	425400		0.245000	
		82410	425500		0.237000	
		82422	425600		0.242000	
		82435	425700		0.253000	
		82445	425800		0.260000	
		82453	425900		0.266000	
		82469	426000		0.315000	
		82476	426100		0.311000	
		82487	426200		0.306000	
		82500	426300		0.316000	
		82509	426400		0.326000	
		82521	426500		0.322000	
		82531	426600		0.318000	
		82541	426700		0.302000	
		82548	426800		0.297000	
		82562	426900		0.301000	
		82569	427000		0.249000	
		82583	427100		0.260000	
		82591	427200		0.247000	
		82602	427300		0.239000	
		82605	427400		0.213000	
		82614	427500		0.209000	
		82621	427600		0.211000	
		82631	427700		0.213000	
		82645	427800		0.227000	
		82648	427900		0.206000	
		82663	428000		0.230000	
		82669	428100		0.216000	
		82681	428200		0.233000	
		82691	428300		0.255000	
		82698	428400		0.247000	
		82715	428500		0.267000	
		82720	428600		0.254000	
		82728	428700		0.256000	
		82740	428800		0.255000	
		82749	428900		0.267000	
		82760	429000		0.254000	
		82766	429100		0.261000	
		82776	429200		0.257000	
		82787	429300		0.236000	
		82794	429400		0.246000	
		82801	429500		0.233000	
		82810	429600		0.241000	
		82815	429700		0.228000	
		82821	429800		0.212000	
		82831	429900		0.215000	
		82840	430000		0.203000	
		82847	430100		0.209000	
		82854	430200		0.192000	
		82862	430300		0.186000	
		82874	430400		0.188000	
		82882	430500		0.193000	
		82890	430600		0.199000	
		82900	430700		0.208000	
		82906	430800		0.210000	
		82917	430900		0.218000	
		82927	431000		0.227000	
		82933	431100		0.215000	
		82942	431200		0.230000	
		82948	431300		0.233000	
		82953	431400		0.231000	
		82962	431500		0.224000	
		82969	431600		0.210000	
		82975	431700		0.206000	
		82990	431800		0.223000	
		82998	431900		0.207000	
		83001	432000		0.195000	
		83005	432100		0.190000	
		83020	432200		0.198000	
		83031	432300		0.198000	
		83040	432400		0.199000	
		83048	432500		0.201000	
		83056	432600		0.201000	
		83061	432700		0.200000	
		83076	432800		0.199000	
		83087	432900		0.208000	
		83098	433000		0.219000	
		83103	433100		0.221000	
		83115	433200		0.217000	
		83127	433300		0.216000	
		83140	433400		0.221000	
		83147	433500		0.216000	
		83158	433600		0.230000	
		83173	433700		0.243000	
		83183	433800		0.229000	
		83194	433900		0.228000	
		83207	434000		0.236000	
		83212	434100		0.231000	
		83231	434200		0.251000	
		83236	434300		0.244000	
		83246	434400		0.238000	
		83254	434500		0.242000	
		83266	434600		0.254000	
		83280	434700		0.267000	
		83291	434800		0.279000	
		83298	434900		0.274000	
		83312	435000		0.271000	
		83326	435100		0.326000	
		83341	435200		0.312000	
		83352	435300		0.325000	
		83360	435400		0.317000	
		83371	435500		0.317000	
		83381	435600		0.297000	
		83390	435700		0.276000	
		83402	435800		0.322000	
		83414	435900		0.333000	
		83425	436000		0.320000	
		83437	436100		0.324000	
		83449	436200		0.318000	
		83463	436300		0.327000	
		83476	436400		0.348000	
		83484	436500		0.341000	
		83494	436600		0.350000	
		83503	436700		0.343000	
		83510	436800		0.287000	
		83520	436900		0.290000	
		83535	437000		0.321000	
		83545	437100		0.273000	
		83555	437200		0.265000	
		83566	437300		0.262000	
		83579	437400		0.255000	
		83586	437500		0.259000	
		83594	437600		0.261000	
		83603	437700		0.270000	
		83616	437800		0.274000	
		83628	437900		0.310000	
		83638	438000		0.284000	
		83650	438100		0.295000	
		83660	438200		0.295000	
		83666	438300		0.275000	
		83678	438400		0.278000	
		83690	438500		0.288000	
		83700	438600		0.284000	
		83707	438700		0.280000	
		83719	438800		0.292000	
		83726	438900		0.241000	
		83734	439000		0.241000	
		83745	439100		0.245000	
		83756	439200		0.250000	
		83764	439300		0.252000	
		83773	439400		0.237000	
		83780	439500		0.223000	
		83788	439600		0.213000	
		83795	439700		0.206000	
		83806	439800		0.201000	
		83813	439900		0.201000	
		83825	440000		0.212000	
		83834	440100		0.195000	
		83845	440200		0.192000	
		83855	440300		0.203000	
		83865	440400		0.219000	
		83873	440500		0.224000	
		83880	440600		0.237000	
		83895	440700		0.258000	
		83905	440800		0.242000	
		83922	440900		0.262000	
		83933	441000		0.263000	
		83947	441100		0.270000	
		83960	441200		0.274000	
		83965	441300		0.256000	
		83971	441400		0.239000	
		83979	441500		0.239000	
		83985	441600		0.221000	
		83996	441700		0.211000	
		84009	441800		0.220000	
		84018	441900		0.206000	
		84032	442000		0.207000	
		84039	442100		0.210000	
		84048	442200		0.209000	
		84055	442300		0.220000	
		84064	442400		0.319000	
		84074	442500		0.325000	
		84084	442600		0.335000	
		84092	442700		0.330000	
		84101	442800		0.332000	
		84105	442900		0.323000	
		84112	443000		0.319000	
		84122	443100		0.312000	
		84126	443200		0.293000	
		84134	443300		0.293000	
		84140	443400		0.191000	
		84151	443500		0.186000	
		84161	443600		0.191000	
		84172	443700		0.201000	
		84179	443800		0.189000	
		84186	443900		0.190000	
		84202	444000		0.189000	
		84209	444100		0.178000	
		84215	444200		0.181000	
		84227	444300		0.184000	
		84236	444400		0.189000	
		84245	444500		0.188000	
		84254	444600		0.181000	
		84266	444700		0.186000	
		84276	444800		0.195000	
		84285	444900		0.200000	
		84296	445000		0.195000	
		84303	445100		0.212000	
		84313	445200		0.230000	
		84327	445300		0.256000	
		84336	445400		0.260000	
		84340	445500		0.254000	
		84349	445600		0.254000	
		84356	445700		0.245000	
		84370	445800		0.255000	
		84379	445900		0.260000	
		84388	446000		0.259000	
		84401	446100		0.257000	
		84413	446200		0.265000	
		84421	446300		0.233000	
		84431	446400		0.232000	
		84446	446500		0.247000	
		84454	446600		0.248000	
		84459	446700		0.232000	
		84475	446800		0.254000	
		84481	446900		0.243000	
		84489	447000		0.244000	
		84502	447100		0.244000	
		84511	447200		0.231000	
		84521	447300		0.233000	
		84527	447400		0.323000	
		84537	447500		0.384000	
		84552	447600		0.409000	
		84566	447700		0.437000	
		84579	447800		0.407000	
		84584	447900		0.404000	
		84595	448000		0.413000	
		84607	448100		0.420000	
		84622	448200		0.430000	
		84633	448300		0.441000	
		84641	448400		0.346000	
		84654	448500		0.285000	
		84662	448600		0.263000	
		84671	448700		0.246000	
		84678	448800		0.237000	
		84687	448900		0.245000	
		84698	449000		0.245000	
		84709	449100		0.239000	
		84719	449200		0.233000	
		84731	449300		0.235000	
		84739	449400		0.238000	
		84748	449500		0.234000	
		84760	449600		0.278000	
		84772	449700		0.282000	
		84778	449800		0.283000	
		84794	449900		0.295000	
		84807	450000		0.314000	
		84815	450100		0.309000	
		84832	450200		0.314000	
		84843	450300		0.316000	
		84852	450400		0.314000	
		84858	450500		0.304000	
		84863	450600		0.251000	
		84870	450700		0.237000	
		84880	450800		0.255000	
		84886	450900		0.235000	
		84900	451000		0.214000	
		84908	451100		0.215000	
		84920	451200		0.223000	
		84932	451300		0.218000	
		84940	451400		0.223000	
		84956	451500		0.259000	
		84964	451600		0.267000	
		84974	451700		0.284000	
		84980	451800		0.262000	
		84986	451900		0.265000	
		84992	452000		0.260000	
		85003	452100		0.268000	
		85008	452200		0.241000	
		85017	452300		0.234000	
		85026	452400		0.240000	
		85034	452500		0.213000	
		85042	452600		0.210000	
		85054	452700		0.212000	
		85059	452800		0.219000	
		85068	452900		0.231000	
		85080	453000		0.234000	
		85090	453100		0.225000	
		85099	453200		0.230000	
		85107	453300		0.228000	
		85116	453400		0.219000	
		85123	453500		0.213000	
		85132	453600		0.218000	
		85147	453700		0.216000	
		85152	453800		0.209000	
		85161	453900		0.214000	
		85167	454000		0.206000	
		85174	454100		0.204000	
		85181	454200		0.203000	
		85195	454300		0.217000	
		85207	454400		0.226000	
		85218	454500		0.236000	
		85226	454600		0.240000	
		85234	454700		0.228000	
		85249	454800		0.274000	
		85256	454900		0.256000	
		85261	455000		0.256000	
		85266	455100		0.253000	
		85275	455200		0.257000	
		85283	455300		0.241000	
		85293	455400		0.239000	
		85301	455500		0.227000	
		85315	455600		0.230000	
		85327	455700		0.236000	
		85339	455800		0.201000	
		85345	455900		0.201000	
		85353	456000		0.202000	
		85363	456100		0.206000	
		85369	456200		0.205000	
		85376	456300		0.207000	
		85384	456400		0.194000	
		85392	456500		0.191000	
		85398	456600		0.176000	
		85408	456700		0.177000	
		85419	456800		0.181000	
		85423	456900		0.180000	
		85432	457000		0.179000	
		85439	457100		0.178000	
		85444	457200		0.172000	
		85453	457300		0.283000	
		85461	457400		0.283000	
		85477	457500		0.307000	
		85486	457600		0.313000	
		85494	457700		0.308000	
		85500	457800		0.293000	
		85508	457900		0.294000	
		85516	458000		0.296000	
		85525	458100		0.298000	
		85533	458200		0.302000	
		85542	458300		0.196000	
		85553	458400		0.212000	
		85564	458500		0.197000	
		85577	458600		0.205000	
		85587	458700		0.219000	
		85595	458800		0.223000	
		85605	458900		0.234000	
		85617	459000		0.241000	
		85626	459100		0.240000	
		85637	459200		0.243000	
		85646	459300		0.242000	
		85654	459400		0.228000	
		85664	459500		0.234000	
		85674	459600		0.241000	
		85677	459700		0.217000	
		85688	459800		0.235000	
		85701	459900		0.240000	
		85714	460000		0.247000	
		85722	460100		0.244000	
		85732	460200		0.253000	
		85743	460300		0.256000	
		85750	460400		0.286000	
		85757	460500		0.279000	
		85764	460600		0.253000	
		85776	460700		0.275000	
		85785	460800		0.266000	
		85793	460900		0.258000	
		85802	461000		0.247000	
		85816	461100		0.260000	
		85826	461200		0.250000	
		85832	461300		0.242000	
		85839	461400		0.218000	
		85853	461500		0.230000	
		85858	461600		0.239000	
		85862	461700		0.226000	
		85871	461800		0.215000	
		85880	461900		0.215000	
		85893	462000		0.226000	
		85906	462100		0.221000	
		85917	462200		0.223000	
		85930	462300		0.232000	
		85937	462400		0.226000	
		85943	462500		0.205000	
		85956	462600		0.208000	
		85964	462700		0.213000	
		85975	462800		0.230000	
		85984	462900		0.230000	
		85988	463000		0.208000	
		85995	463100		0.203000	
		86007	463200		0.206000	
		86018	463300		0.230000	
		86025	463400		0.228000	
		86031	463500		0.232000	
		86039	463600		0.227000	
		86049	463700		0.229000	
		86061	463800		0.230000	
		86071	463900		0.236000	
		86081	464000		0.254000	
		86089	464100		0.249000	
		86100	464200		0.244000	
		86109	464300		0.218000	
		86115	464400		0.217000	
		86123	464500		0.227000	
		86126	464600		0.224000	
		86135	464700		0.230000	
		86142	464800		0.217000	
		86150	464900		0.205000	
		86152	465000		0.181000	
		86162	465100		0.183000	
		86171	465200		0.182000	
		86183	465300		0.189000	
		86190	465400		0.193000	
		86195	465500		0.177000	
		86209	465600		0.191000	
		86220	465700		0.188000	
		86233	465800		0.193000	
		86246	465900		0.199000	
		86256	466000		0.213000	
		86260	466100		0.206000	
		86272	466200		0.219000	
		86282	466300		0.213000	
		86289	466400		0.210000	
		86297	466500		0.219000	
		86305	466600		0.216000	
		86316	466700		0.209000	
		86326	466800		0.219000	
		86334	466900		0.216000	
		86343	467000		0.225000	
		86351	467100		0.233000	
		86355	467200		0.209000	
		86364	467300		0.211000	
		86376	467400		0.227000	
		86386	467500		0.229000	
		86394	467600		0.222000	
		86400	467700		0.224000	
		86407	467800		0.207000	
		86418	467900		0.214000	
		86424	468000		0.303000	
		86433	468100		0.303000	
		86441	468200		0.312000	
		86448	468300		0.304000	
		86460	468400		0.301000	
		86468	468500		0.298000	
		86479	468600		0.303000	
		86490	468700		0.314000	
		86495	468800		0.311000	
		86509	468900		0.316000	
		86518	469000		0.217000	
		86526	469100		0.215000	
		86533	469200		0.212000	
		86540	469300		0.223000	
		86550	469400		0.221000	
		86557	469500		0.237000	
		86567	469600		0.237000	
		86575	469700		0.281000	
		86583	469800		0.290000	
		86598	469900		0.290000	
		86608	470000		0.292000	
		86615	470100		0.293000	
		86624	470200		0.295000	
		86634	470300		0.297000	
		86642	470400		0.302000	
		86652	470500		0.290000	
		86661	470600		0.283000	
		86667	470700		0.215000	
		86680	470800		0.212000	
		86687	470900		0.202000	
		86697	471000		0.203000	
		86713	471100		0.230000	
		86722	471200		0.230000	
		86735	471300		0.231000	
		86740	471400		0.216000	
		86752	471500		0.228000	
		86759	471600		0.227000	
		86764	471700		0.234000	
		86775	471800		0.232000	
		86783	471900		0.222000	
		86791	472000		0.233000	
		86802	472100		0.215000	
		86809	472200		0.217000	
		86816	472300		0.217000	
		86825	472400		0.221000	
		86838	472500		0.218000	
		86848	472600		0.223000	
		86855	472700		0.225000	
		86868	472800		0.245000	
		86879	472900		0.247000	
		86891	473000		0.242000	
		86896	473100		0.224000	
		86908	473200		0.238000	
		86915	473300		0.227000	
		86924	473400		0.232000	
		86935	473500		0.229000	
		86946	473600		0.230000	
		86952	473700		0.224000	
		86965	473800		0.216000	
		86978	473900		0.233000	
		86987	474000		0.233000	
		86994	474100		0.242000	
		87008	474200		0.243000	
		87015	474300		0.235000	
		87023	474400		0.228000	
		87030	474500		0.220000	
		87042	474600		0.223000	
		87046	474700		0.222000	
		87059	474800		0.220000	
		87068	474900		0.214000	
		87074	475000		0.198000	
		87082	475100		0.199000	
		87087	475200		0.192000	
		87093	475300		0.195000	
		87104	475400		0.209000	
		87118	475500		0.217000	
		87125	475600		0.206000	
		87135	475700		0.220000	
		87144	475800		0.212000	
		87151	475900		0.214000	
		87158	476000		0.217000	
		87167	476100		0.218000	
		87178	476200		0.223000	
		87190	476300		0.225000	
		87202	476400		0.224000	
		87207	476500		0.207000	
		87220	476600		0.233000	
		87231	476700		0.250000	
		87240	476800		0.256000	
		87252	476900		0.256000	
		87263	477000		0.265000	
		87267	477100		0.260000	
		87279	477200		0.262000	
		87285	477300		0.253000	
		87298	477400		0.253000	
		87304	477500		0.258000	
		87315	477600		0.243000	
		87323	477700		0.219000	
		87335	477800		0.215000	
		87345	477900		0.209000	
		87355	478000		0.205000	
		87365	478100		0.207000	
		87372	478200		0.191000	
		87386	478300		0.214000	
		87398	478400		0.212000	
		87407	478500		0.211000	
		87418	478600		0.211000	
		87425	478700		0.222000	
		87437	478800		0.248000	
		87443	478900		0.241000	
		87453	479000		0.244000	
		87458	479100		0.340000	
		87466	479200		0.340000	
		87478	479300		0.329000	
		87485	479400		0.315000	
		87501	479500		0.332000	
		87508	479600		0.327000	
		87515	479700		0.317000	
		87523	479800		0.292000	
		87531	479900		0.292000	
		87536	480000		0.286000	
		87544	480100		0.201000	
		87555	480200		0.207000	
		87562	480300		0.203000	
		87567	480400		0.198000	
		87578	480500		0.202000	
		87588	480600		0.201000	
		87600	480700		0.205000	
		87606	480800		0.195000	
		87613	480900		0.196000	
		87623	481000		0.208000	
		87633	481100		0.200000	
		87641	481200		0.187000	
		87648	481300		0.187000	
		87655	481400		0.194000	
		87666	481500		0.178000	
		87672	481600		0.179000	
		87678	481700		0.174000	
		87687	481800		0.178000	
		87696	481900		0.181000	
		87704	482000		0.174000	
		87714	482100		0.177000	
		87723	482200		0.200000	
		87731	482300		0.204000	
		87741	482400		0.219000	
		87750	482500		0.230000	
		87768	482600		0.257000	
		87779	482700		0.266000	
		87788	482800		0.267000	
		87797	482900		0.273000	
		87802	483000		0.269000	
		87808	483100		0.260000	
		87820	483200		0.246000	
		87830	483300		0.250000	
		87838	483400		0.235000	
		87847	483500		0.238000	
		87861	483600		0.217000	
		87875	483700		0.225000	
		87884	483800		0.224000	
		87897	483900		0.262000	
		87906	484000		0.295000	
		87916	484100		0.309000	
		87925	484200		0.314000	
		87931	484300		0.299000	
		87944	484400		0.318000	
		87949	484500		0.292000	
		87956	484600		0.283000	
		87962	484700		0.261000	
		87973	484800		0.272000	
		87980	484900		0.226000	
		87987	485000		0.194000	
		88000	485100		0.196000	
		88009	485200		0.191000	
		88012	485300		0.195000	
		88020	485400		0.175000	
		88026	485500		0.178000	
		88036	485600		0.190000	
		88045	485700		0.196000	
		88053	485800		0.190000	
		88057	485900		0.182000	
		88065	486000		0.181000	
		88073	486100		0.165000	
		88084	486200		0.180000	
		88091	486300		0.183000	
		88098	486400		0.183000	
		88108	486500		0.200000	
		88120	486600		0.200000	
		88130	486700		0.205000	
		88137	486800		0.199000	
		88147	486900		0.208000	
		88152	487000		0.206000	
		88163	487100		0.211000	
		88176	487200		0.209000	
		88183	487300		0.208000	
		88189	487400		0.205000	
		88199	487500		0.196000	
		88206	487600		0.185000	
		88219	487700		0.198000	
		88228	487800		0.217000	
		88233	487900		0.223000	
		88242	488000		0.229000	
		88254	488100		0.242000	
		88262	488200		0.224000	
		88269	488300		0.222000	
		88278	488400		0.224000	
		88290	488500		0.235000	
		88295	488600		0.230000	
		88309	488700		0.231000	
		88323	488800		0.226000	
		88332	488900		0.222000	
		88342	489000		0.227000	
		88348	489100		0.208000	
		88359	489200		0.217000	
		88374	489300		0.234000	
		88383	489400		0.241000	
		88393	489500		0.240000	
		88396	489600		0.232000	
		88402	489700		0.208000	
		88406	489800		0.190000	
		88418	489900		0.197000	
		88425	490000		0.185000	
		88437	490100		0.192000	
		88444	490200		0.182000	
		88452	490300		0.209000	
		88456	490400		0.200000	
		88465	490500		0.206000	
		88473	490600		0.222000	
		88481	490700		0.228000	
		88492	490800		0.237000	
		88504	490900		0.231000	
		88515	491000		0.256000	
		88522	491100		0.262000	
		88533	491200		0.269000	
		88543	491300		0.244000	
		88554	491400		0.258000	
