Name	CheckpointCER	LearningIteration	TrainingIteration	EvalCER	IterationCER	SubtrainerCER
		123006	985500		0.174000	
		123011	985600		0.161000	
		123014	985700		0.160000	
		123020	985800		0.148000	
		123026	985900		0.148000	
		123034	986000		0.157000	
		123039	986100		0.150000	
		123049	986200		0.170000	
		123056	986300		0.158000	
		123063	986400		0.156000	
		123068	986500		0.156000	
		123073	986600		0.147000	
		123078	986700		0.149000	
		123081	986800		0.139000	
		123084	986900		0.132000	
		123091	987000		0.119000	
		123095	987100		0.123000	
		123097	987200		0.099000	
		123103	987300		0.147000	
		123108	987400		0.170000	
		123113	987500		0.173000	
		123117	987600		0.166000	
		123123	987700		0.172000	
		123126	987800		0.168000	
		123129	987900		0.171000	
		123136	988000		0.175000	
		123145	988100		0.187000	
		123149	988200		0.192000	
		123153	988300		0.142000	
		123159	988400		0.111000	
		123167	988500		0.126000	
		123170	988600		0.125000	
		123173	988700		0.121000	
		123185	988800		0.140000	
		123192	988900		0.147000	
		123200	989000		0.153000	
		123207	989100		0.146000	
		123216	989200		0.152000	
		123224	989300		0.154000	
		123230	989400		0.161000	
		123238	989500		0.151000	
		123242	989600		0.155000	
		123248	989700		0.160000	
		123251	989800		0.145000	
		123256	989900		0.136000	
		123261	990000		0.129000	
		123271	990100		0.133000	
		123279	990200		0.134000	
		123284	990300		0.141000	
		123298	990400		0.157000	
		123305	990500		0.152000	
		123309	990600		0.148000	
		123310	990700		0.139000	
		123318	990800		0.141000	
		123321	990900		0.137000	
		123324	991000		0.140000	
		123328	991100		0.121000	
		123331	991200		0.109000	
		123337	991300		0.107000	
		123341	991400		0.085000	
		123346	991500		0.086000	
		123353	991600		0.096000	
		123359	991700		0.105000	
		123367	991800		0.112000	
		123370	991900		0.126000	
		123374	992000		0.146000	
		123379	992100		0.149000	
		123386	992200		0.160000	
		123390	992300		0.156000	
		123397	992400		0.162000	
		123406	992500		0.166000	
		123410	992600		0.158000	
		123416	992700		0.153000	
		123420	992800		0.141000	
		123421	992900		0.127000	
		123431	993000		0.129000	
		123436	993100		0.126000	
		123439	993200		0.114000	
		123443	993300		0.111000	
		123449	993400		0.107000	
		123456	993500		0.115000	
		123462	993600		0.120000	
		123465	993700		0.118000	
		123468	993800		0.119000	
		123473	993900		0.123000	
		123478	994000		0.108000	
		123487	994100		0.125000	
		123495	994200		0.139000	
		123498	994300		0.150000	
		123506	994400		0.162000	
		123511	994500		0.148000	
		123520	994600		0.152000	
		123524	994700		0.159000	
		123532	994800		0.165000	
		123538	994900		0.170000	
		123542	995000		0.156000	
		123552	995100		0.154000	
		123556	995200		0.146000	
		123559	995300		0.134000	
		123563	995400		0.114000	
		123568	995500		0.122000	
		123574	995600		0.115000	
		123576	995700		0.111000	
		123581	995800		0.107000	
		123588	995900		0.103000	
		123592	996000		0.110000	
		123600	996100		0.097000	
		123602	996200		0.091000	
		123609	996300		0.096000	
		123615	996400		0.107000	
		123622	996500		0.146000	
		123627	996600		0.152000	
		123630	996700		0.148000	
		123635	996800		0.147000	
		123640	996900		0.150000	
		123644	997000		0.147000	
		123646	997100		0.146000	
		123649	997200		0.150000	
		123653	997300		0.147000	
		123656	997400		0.139000	
		123659	997500		0.089000	
		123665	997600		0.089000	
		123673	997700		0.098000	
		123678	997800		0.099000	
		123681	997900		0.093000	
		123688	998000		0.097000	
		123692	998100		0.099000	
		123700	998200		0.109000	
		123707	998300		0.113000	
		123718	998400		0.130000	
		123724	998500		0.136000	
		123730	998600		0.133000	
		123735	998700		0.135000	
		123739	998800		0.135000	
		123745	998900		0.141000	
		123753	999000		0.159000	
		123757	999100		0.163000	
		123769	999200		0.171000	
		123773	999300		0.169000	
		123774	999400		0.148000	
		123781	999500		0.147000	
		123789	999600		0.151000	
		123797	999700		0.147000	
		123803	999800		0.151000	
		123807	999900		0.148000	
		123816	1000000		0.132000	
		123820	1000100		0.125000	
		123825	1000200		0.115000	
		123830	1000300		0.116000	
		123836	1000400		0.125000	
		123840	1000500		0.125000	
		123847	1000600		0.127000	
		123858	1000700		0.137000	
		123868	1000800		0.139000	
		123877	1000900		0.159000	
		123882	1001000		0.146000	
		123886	1001100		0.146000	
		123897	1001200		0.152000	
		123906	1001300		0.161000	
		123911	1001400		0.162000	
		123918	1001500		0.166000	
		123924	1001600		0.161000	
		123931	1001700		0.153000	
		123936	1001800		0.144000	
		123942	1001900		0.133000	
		123951	1002000		0.146000	
		123958	1002100		0.156000	
		123964	1002200		0.148000	
		123969	1002300		0.134000	
		123974	1002400		0.136000	
		123976	1002500		0.124000	
		123983	1002600		0.124000	
		123989	1002700		0.121000	
		123995	1002800		0.124000	
		124000	1002900		0.117000	
		124004	1003000		0.106000	
		124008	1003100		0.101000	
		124015	1003200		0.102000	
		124022	1003300		0.110000	
		124026	1003400		0.102000	
		124032	1003500		0.110000	
		124035	1003600		0.106000	
		124041	1003700		0.102000	
		124043	1003800		0.099000	
		124047	1003900		0.095000	
		124051	1004000		0.094000	
		124053	1004100		0.089000	
		124058	1004200		0.086000	
		124066	1004300		0.084000	
		124073	1004400		0.095000	
		124079	1004500		0.097000	
		124084	1004600		0.107000	
		124088	1004700		0.106000	
		124095	1004800		0.110000	
		124099	1004900		0.120000	
		124106	1005000		0.129000	
		124116	1005100		0.146000	
		124122	1005200		0.147000	
		124132	1005300		0.159000	
		124135	1005400		0.148000	
		124138	1005500		0.140000	
		124146	1005600		0.140000	
		124152	1005700		0.143000	
		124160	1005800		0.148000	
		124166	1005900		0.144000	
		124169	1006000		0.136000	
		124177	1006100		0.127000	
		124179	1006200		0.120000	
		124182	1006300		0.102000	
		124189	1006400		0.113000	
		124194	1006500		0.123000	
		124199	1006600		0.121000	
		124204	1006700		0.121000	
		124210	1006800		0.115000	
		124217	1006900		0.116000	
		124223	1007000		0.119000	
		124230	1007100		0.119000	
		124236	1007200		0.126000	
		124240	1007300		0.127000	
		124244	1007400		0.117000	
		124253	1007500		0.119000	
		124258	1007600		0.114000	
		124266	1007700		0.126000	
		124270	1007800		0.125000	
		124272	1007900		0.114000	
		124280	1008000		0.121000	
		124286	1008100		0.126000	
		124297	1008200		0.148000	
		124306	1008300		0.153000	
		124311	1008400		0.154000	
		124315	1008500		0.147000	
		124321	1008600		0.147000	
		124325	1008700		0.130000	
		124330	1008800		0.133000	
		124338	1008900		0.144000	
		124342	1009000		0.134000	
		124345	1009100		0.128000	
		124351	1009200		0.105000	
		124357	1009300		0.101000	
		124370	1009400		0.118000	
		124375	1009500		0.118000	
		124380	1009600		0.122000	
		124393	1009700		0.148000	
		124395	1009800		0.141000	
		124399	1009900		0.140000	
		124404	1010000		0.142000	
		124408	1010100		0.149000	
		124412	1010200		0.149000	
		124415	1010300		0.148000	
		124422	1010400		0.137000	
		124431	1010500		0.143000	
		124437	1010600		0.141000	
		124440	1010700		0.114000	
		124445	1010800		0.121000	
		124450	1010900		0.120000	
		124454	1011000		0.118000	
		124457	1011100		0.107000	
		124466	1011200		0.113000	
		124469	1011300		0.113000	
		124474	1011400		0.109000	
		124480	1011500		0.107000	
		124490	1011600		0.124000	
		124495	1011700		0.133000	
		124504	1011800		0.138000	
		124512	1011900		0.138000	
		124519	1012000		0.150000	
		124529	1012100		0.164000	
		124539	1012200		0.170000	
		124544	1012300		0.197000	
		124547	1012400		0.190000	
		124554	1012500		0.198000	
		124560	1012600		0.181000	
		124567	1012700		0.183000	
		124572	1012800		0.176000	
		124576	1012900		0.177000	
		124581	1013000		0.183000	
		124586	1013100		0.181000	
		124592	1013200		0.174000	
		124601	1013300		0.165000	
		124608	1013400		0.174000	
		124614	1013500		0.166000	
		124618	1013600		0.161000	
		124629	1013700		0.163000	
		124630	1013800		0.156000	
		124636	1013900		0.165000	
		124641	1014000		0.151000	
		124649	1014100		0.152000	
		124657	1014200		0.154000	
		124661	1014300		0.136000	
		124665	1014400		0.133000	
		124668	1014500		0.125000	
		124675	1014600		0.135000	
		124679	1014700		0.134000	
		124681	1014800		0.136000	
		124683	1014900		0.116000	
		124687	1015000		0.116000	
		124692	1015100		0.109000	
		124696	1015200		0.101000	
		124703	1015300		0.111000	
		124712	1015400		0.128000	
		124718	1015500		0.132000	
		124725	1015600		0.130000	
		124727	1015700		0.116000	
		124728	1015800		0.113000	
		124731	1015900		0.114000	
		124732	1016000		0.105000	
		124742	1016100		0.112000	
		124748	1016200		0.114000	
		124757	1016300		0.129000	
		124760	1016400		0.110000	
		124765	1016500		0.117000	
		124771	1016600		0.118000	
		124777	1016700		0.129000	
		124780	1016800		0.131000	
		124785	1016900		0.136000	
		124788	1017000		0.141000	
		124790	1017100		0.125000	
		124801	1017200		0.135000	
		124806	1017300		0.115000	
		124811	1017400		0.115000	
		124823	1017500		0.117000	
		124831	1017600		0.116000	
		124834	1017700		0.115000	
		124839	1017800		0.122000	
		124842	1017900		0.118000	
		124847	1018000		0.123000	
		124849	1018100		0.124000	
		124853	1018200		0.108000	
		124857	1018300		0.103000	
		124867	1018400		0.115000	
		124874	1018500		0.113000	
		124878	1018600		0.107000	
		124885	1018700		0.106000	
		124891	1018800		0.101000	
		124902	1018900		0.124000	
		124904	1019000		0.120000	
		124909	1019100		0.140000	
		124917	1019200		0.149000	
		124919	1019300		0.142000	
		124923	1019400		0.129000	
		124934	1019500		0.133000	
		124940	1019600		0.133000	
		124950	1019700		0.140000	
		124956	1019800		0.153000	
		124959	1019900		0.135000	
		124965	1020000		0.149000	
		124973	1020100		0.139000	
		124983	1020200		0.140000	
		124991	1020300		0.179000	
		125000	1020400		0.189000	
		125007	1020500		0.188000	
		125010	1020600		0.187000	
		125012	1020700		0.173000	
		125016	1020800		0.160000	
		125025	1020900		0.176000	
		125031	1021000		0.172000	
		125035	1021100		0.167000	
		125040	1021200		0.161000	
		125045	1021300		0.127000	
		125051	1021400		0.125000	
		125056	1021500		0.116000	
		125065	1021600		0.155000	
		125070	1021700		0.165000	
		125076	1021800		0.174000	
		125079	1021900		0.151000	
		125086	1022000		0.152000	
		125090	1022100		0.154000	
		125094	1022200		0.162000	
		125099	1022300		0.163000	
		125104	1022400		0.165000	
		125110	1022500		0.165000	
		125122	1022600		0.149000	
		125131	1022700		0.164000	
		125135	1022800		0.158000	
		125137	1022900		0.157000	
		125142	1023000		0.150000	
		125149	1023100		0.148000	
		125156	1023200		0.153000	
		125164	1023300		0.161000	
		125170	1023400		0.158000	
		125174	1023500		0.155000	
		125181	1023600		0.139000	
		125187	1023700		0.118000	
		125193	1023800		0.119000	
		125198	1023900		0.130000	
		125207	1024000		0.136000	
		125213	1024100		0.143000	
		125220	1024200		0.138000	
		125231	1024300		0.168000	
		125235	1024400		0.163000	
		125240	1024500		0.164000	
		125244	1024600		0.160000	
		125249	1024700		0.160000	
		125252	1024800		0.159000	
		125254	1024900		0.149000	
		125260	1025000		0.149000	
		125266	1025100		0.145000	
		125275	1025200		0.145000	
		125282	1025300		0.108000	
		125288	1025400		0.107000	
		125296	1025500		0.120000	
		125302	1025600		0.125000	
		125305	1025700		0.124000	
		125312	1025800		0.144000	
		125322	1025900		0.162000	
		125326	1026000		0.151000	
		125335	1026100		0.153000	
		125346	1026200		0.163000	
		125347	1026300		0.152000	
		125357	1026400		0.177000	
		125365	1026500		0.172000	
		125369	1026600		0.170000	
		125378	1026700		0.183000	
		125383	1026800		0.163000	
		125389	1026900		0.151000	
		125393	1027000		0.161000	
		125398	1027100		0.156000	
		125403	1027200		0.144000	
		125409	1027300		0.157000	
		125416	1027400		0.137000	
		125424	1027500		0.139000	
		125426	1027600		0.136000	
		125430	1027700		0.124000	
		125437	1027800		0.127000	
		125444	1027900		0.229000	
		125448	1028000		0.221000	
		125454	1028100		0.222000	
		125458	1028200		0.219000	
		125467	1028300		0.228000	
		125473	1028400		0.220000	
		125483	1028500		0.244000	
		125489	1028600		0.247000	
		125494	1028700		0.249000	
		125501	1028800		0.250000	
		125508	1028900		0.150000	
		125511	1029000		0.149000	
		125516	1029100		0.149000	
		125525	1029200		0.162000	
		125528	1029300		0.143000	
		125532	1029400		0.143000	
		125536	1029500		0.110000	
		125539	1029600		0.105000	
		125543	1029700		0.108000	
		125548	1029800		0.106000	
		125551	1029900		0.100000	
		125554	1030000		0.099000	
		125558	1030100		0.094000	
		125563	1030200		0.080000	
		125569	1030300		0.089000	
		125576	1030400		0.101000	
		125577	1030500		0.096000	
		125582	1030600		0.108000	
		125590	1030700		0.115000	
		125595	1030800		0.117000	
		125600	1030900		0.126000	
		125609	1031000		0.137000	
		125611	1031100		0.134000	
		125619	1031200		0.147000	
		125624	1031300		0.146000	
		125632	1031400		0.145000	
		125636	1031500		0.150000	
		125645	1031600		0.144000	
		125652	1031700		0.142000	
		125657	1031800		0.139000	
		125659	1031900		0.128000	
		125669	1032000		0.138000	
		125675	1032100		0.147000	
		125682	1032200		0.132000	
		125688	1032300		0.135000	
		125692	1032400		0.128000	
		125701	1032500		0.132000	
		125708	1032600		0.230000	
		125715	1032700		0.224000	
		125717	1032800		0.217000	
		125725	1032900		0.228000	
		125729	1033000		0.212000	
		125732	1033100		0.208000	
		125737	1033200		0.210000	
		125745	1033300		0.225000	
		125753	1033400		0.239000	
		125758	1033500		0.236000	
		125765	1033600		0.144000	
		125772	1033700		0.146000	
		125779	1033800		0.158000	
		125782	1033900		0.148000	
		125786	1034000		0.150000	
		125791	1034100		0.154000	
		125797	1034200		0.160000	
		125800	1034300		0.134000	
		125806	1034400		0.121000	
		125811	1034500		0.129000	
		125813	1034600		0.113000	
		125819	1034700		0.115000	
		125826	1034800		0.131000	
		125833	1034900		0.142000	
		125838	1035000		0.143000	
		125847	1035100		0.154000	
		125853	1035200		0.150000	
		125858	1035300		0.157000	
		125868	1035400		0.160000	
		125875	1035500		0.176000	
		125883	1035600		0.189000	
		125888	1035700		0.183000	
		125898	1035800		0.165000	
		125901	1035900		0.157000	
		125905	1036000		0.158000	
		125908	1036100		0.140000	
		125911	1036200		0.137000	
		125921	1036300		0.145000	
		125927	1036400		0.143000	
		125934	1036500		0.122000	
		125942	1036600		0.121000	
		125948	1036700		0.129000	
		125951	1036800		0.130000	
		125963	1036900		0.155000	
		125975	1037000		0.166000	
		125978	1037100		0.164000	
		125986	1037200		0.181000	
		125991	1037300		0.176000	
		125995	1037400		0.176000	
		125999	1037500		0.174000	
		126002	1037600		0.160000	
		126007	1037700		0.155000	
		126013	1037800		0.157000	
		126016	1037900		0.135000	
		126021	1038000		0.121000	
		126023	1038100		0.121000	
		126025	1038200		0.100000	
		126038	1038300		0.110000	
		126043	1038400		0.117000	
		126049	1038500		0.121000	
		126054	1038600		0.127000	
		126058	1038700		0.123000	
		126063	1038800		0.115000	
		126069	1038900		0.117000	
		126074	1039000		0.115000	
		126081	1039100		0.126000	
		126087	1039200		0.134000	
		126092	1039300		0.116000	
		126099	1039400		0.117000	
		126107	1039500		0.123000	
		126115	1039600		0.130000	
		126120	1039700		0.133000	
		126128	1039800		0.136000	
		126132	1039900		0.133000	
		126139	1040000		0.155000	
		126145	1040100		0.152000	
		126153	1040200		0.156000	
		126155	1040300		0.154000	
		126159	1040400		0.148000	
		126163	1040500		0.136000	
		126166	1040600		0.129000	
		126171	1040700		0.126000	
		126177	1040800		0.129000	
		126187	1040900		0.141000	
		126192	1041000		0.122000	
		126198	1041100		0.122000	
		126205	1041200		0.118000	
		126209	1041300		0.122000	
		126217	1041400		0.121000	
		126219	1041500		0.117000	
		126222	1041600		0.115000	
		126224	1041700		0.114000	
		126228	1041800		0.102000	
		126232	1041900		0.088000	
		126238	1042000		0.090000	
		126244	1042100		0.092000	
		126248	1042200		0.091000	
		126255	1042300		0.098000	
		126255	1042400		0.086000	
		126260	1042500		0.095000	
		126262	1042600		0.097000	
		126265	1042700		0.097000	
		126273	1042800		0.208000	
		126279	1042900		0.209000	
		126284	1043000		0.207000	
		126290	1043100		0.209000	
		126290	1043200		0.199000	
		126296	1043300		0.197000	
		126302	1043400		0.212000	
		126312	1043500		0.221000	
		126317	1043600		0.224000	
		126324	1043700		0.245000	
		126333	1043800		0.149000	
		126337	1043900		0.147000	
		126342	1044000		0.143000	
		126345	1044100		0.132000	
		126352	1044200		0.153000	
		126357	1044300		0.147000	
		126365	1044400		0.147000	
		126373	1044500		0.146000	
		126377	1044600		0.144000	
		126381	1044700		0.125000	
		126386	1044800		0.118000	
		126388	1044900		0.119000	
		126393	1045000		0.123000	
		126398	1045100		0.127000	
		126406	1045200		0.126000	
		126410	1045300		0.133000	
		126416	1045400		0.127000	
		126425	1045500		0.124000	
		126431	1045600		0.130000	
		126440	1045700		0.147000	
		126442	1045800		0.138000	
		126445	1045900		0.138000	
		126452	1046000		0.148000	
		126456	1046100		0.146000	
		126461	1046200		0.142000	
		126470	1046300		0.150000	
		126475	1046400		0.150000	
		126479	1046500		0.145000	
		126489	1046600		0.154000	
		126496	1046700		0.139000	
		126501	1046800		0.144000	
		126505	1046900		0.150000	
		126508	1047000		0.137000	
		126514	1047100		0.142000	
		126521	1047200		0.138000	
		126526	1047300		0.121000	
		126531	1047400		0.129000	
		126540	1047500		0.137000	
		126547	1047600		0.127000	
		126554	1047700		0.129000	
		126560	1047800		0.138000	
		126562	1047900		0.136000	
		126567	1048000		0.137000	
		126574	1048100		0.137000	
		126581	1048200		0.134000	
		126592	1048300		0.147000	
		126598	1048400		0.139000	
		126602	1048500		0.127000	
		126606	1048600		0.119000	
		126611	1048700		0.118000	
		126616	1048800		0.110000	
		126619	1048900		0.103000	
		126623	1049000		0.104000	
		126631	1049100		0.107000	
		126640	1049200		0.119000	
		126645	1049300		0.118000	
		126652	1049400		0.120000	
		126655	1049500		0.123000	
		126661	1049600		0.128000	
		126666	1049700		0.128000	
		126670	1049800		0.129000	
		126676	1049900		0.144000	
		126685	1050000		0.154000	
		126688	1050100		0.145000	
		126692	1050200		0.133000	
		126699	1050300		0.136000	
		126703	1050400		0.132000	
		126708	1050500		0.134000	
		126712	1050600		0.136000	
		126714	1050700		0.126000	
		126719	1050800		0.124000	
		126728	1050900		0.123000	
		126734	1051000		0.112000	
		126741	1051100		0.116000	
		126743	1051200		0.110000	
		126749	1051300		0.103000	
		126753	1051400		0.104000	
		126758	1051500		0.097000	
		126762	1051600		0.090000	
		126766	1051700		0.094000	
		126770	1051800		0.095000	
		126775	1051900		0.085000	
		126778	1052000		0.078000	
		126782	1052100		0.077000	
		126787	1052200		0.084000	
		126793	1052300		0.086000	
		126800	1052400		0.093000	
		126807	1052500		0.097000	
		126814	1052600		0.109000	
		126822	1052700		0.117000	
		126827	1052800		0.115000	
		126830	1052900		0.115000	
		126834	1053000		0.126000	
		126838	1053100		0.125000	
		126844	1053200		0.123000	
		126849	1053300		0.122000	
		126857	1053400		0.126000	
		126862	1053500		0.227000	
		126872	1053600		0.224000	
		126874	1053700		0.217000	
		126878	1053800		0.213000	
		126882	1053900		0.213000	
		126886	1054000		0.211000	
		126894	1054100		0.217000	
		126901	1054200		0.223000	
		126908	1054300		0.223000	
		126912	1054400		0.213000	
		126921	1054500		0.128000	
		126926	1054600		0.120000	
		126931	1054700		0.123000	
		126933	1054800		0.129000	
		126938	1054900		0.127000	
		126945	1055000		0.129000	
		126951	1055100		0.135000	
		126956	1055200		0.167000	
		126962	1055300		0.165000	
		126968	1055400		0.169000	
		126976	1055500		0.162000	
		126978	1055600		0.156000	
		126983	1055700		0.156000	
		126989	1055800		0.153000	
		126995	1055900		0.157000	
		127001	1056000		0.154000	
		127004	1056100		0.146000	
		127009	1056200		0.111000	
		127016	1056300		0.124000	
		127022	1056400		0.127000	
		127029	1056500		0.125000	
		127033	1056600		0.136000	
		127037	1056700		0.138000	
		127050	1056800		0.166000	
		127052	1056900		0.160000	
		127058	1057000		0.167000	
		127065	1057100		0.165000	
		127071	1057200		0.160000	
		127078	1057300		0.144000	
		127083	1057400		0.136000	
		127090	1057500		0.132000	
		127097	1057600		0.130000	
		127107	1057700		0.134000	
		127112	1057800		0.114000	
		127116	1057900		0.121000	
		127122	1058000		0.120000	
		127126	1058100		0.121000	
		127128	1058200		0.118000	
		127131	1058300		0.119000	
		127134	1058400		0.116000	
		127139	1058500		0.112000	
		127143	1058600		0.105000	
		127149	1058700		0.108000	
		127154	1058800		0.103000	
		127162	1058900		0.104000	
		127169	1059000		0.103000	
		127179	1059100		0.116000	
		127187	1059200		0.133000	
		127192	1059300		0.136000	
		127198	1059400		0.139000	
		127202	1059500		0.142000	
		127210	1059600		0.151000	
		127214	1059700		0.142000	
		127217	1059800		0.135000	
		127218	1059900		0.122000	
		127221	1060000		0.113000	
		127227	1060100		0.106000	
		127229	1060200		0.087000	
		127231	1060300		0.082000	
		127236	1060400		0.081000	
		127242	1060500		0.078000	
		127244	1060600		0.068000	
		127246	1060700		0.062000	
		127249	1060800		0.064000	
		127252	1060900		0.069000	
		127257	1061000		0.073000	
		127263	1061100		0.077000	
		127267	1061200		0.088000	
		127271	1061300		0.094000	
		127275	1061400		0.095000	
		127284	1061500		0.107000	
		127286	1061600		0.108000	
		127291	1061700		0.116000	
		127296	1061800		0.119000	
		127305	1061900		0.131000	
		127315	1062000		0.132000	
		127324	1062100		0.129000	
		127329	1062200		0.127000	
		127330	1062300		0.117000	
		127337	1062400		0.120000	
		127344	1062500		0.109000	
		127354	1062600		0.124000	
		127359	1062700		0.123000	
		127363	1062800		0.121000	
		127368	1062900		0.115000	
		127377	1063000		0.128000	
		127380	1063100		0.122000	
		127383	1063200		0.114000	
		127391	1063300		0.127000	
		127394	1063400		0.121000	
		127401	1063500		0.131000	
		127404	1063600		0.119000	
		127405	1063700		0.114000	
		127407	1063800		0.110000	
		127411	1063900		0.105000	
		127419	1064000		0.096000	
		127427	1064100		0.100000	
		127434	1064200		0.112000	
		127439	1064300		0.117000	
		127441	1064400		0.117000	
		127445	1064500		0.111000	
		127449	1064600		0.210000	
		127456	1064700		0.222000	
		127462	1064800		0.228000	
		127470	1064900		0.242000	
		127475	1065000		0.240000	
		127481	1065100		0.233000	
		127487	1065200		0.234000	
		127491	1065300		0.224000	
		127501	1065400		0.240000	
		127504	1065500		0.234000	
		127510	1065600		0.139000	
		127513	1065700		0.132000	
		127520	1065800		0.141000	
		127527	1065900		0.133000	
		127535	1066000		0.134000	
		127540	1066100		0.135000	
		127546	1066200		0.127000	
		127551	1066300		0.127000	
		127558	1066400		0.110000	
		127562	1066500		0.111000	
		127572	1066600		0.110000	
		127576	1066700		0.109000	
		127582	1066800		0.102000	
		127586	1066900		0.098000	
		127590	1067000		0.098000	
		127595	1067100		0.098000	
		127598	1067200		0.096000	
		127603	1067300		0.102000	
		127615	1067400		0.120000	
		127620	1067500		0.127000	
		127623	1067600		0.121000	
		127629	1067700		0.124000	
		127637	1067800		0.130000	
		127648	1067900		0.140000	
		127656	1068000		0.141000	
		127660	1068100		0.137000	
		127665	1068200		0.140000	
		127670	1068300		0.141000	
		127675	1068400		0.125000	
		127681	1068500		0.122000	
		127687	1068600		0.130000	
		127697	1068700		0.139000	
		127699	1068800		0.123000	
		127709	1068900		0.125000	
		127717	1069000		0.124000	
		127726	1069100		0.134000	
		127729	1069200		0.159000	
		127738	1069300		0.165000	
		127743	1069400		0.170000	
		127747	1069500		0.166000	
		127753	1069600		0.164000	
		127757	1069700		0.154000	
		127761	1069800		0.158000	
		127767	1069900		0.149000	
		127777	1070000		0.159000	
		127783	1070100		0.155000	
		127786	1070200		0.124000	
		127795	1070300		0.121000	
		127801	1070400		0.118000	
		127804	1070500		0.114000	
		127808	1070600		0.121000	
		127809	1070700		0.116000	
		127812	1070800		0.124000	
		127817	1070900		0.123000	
		127822	1071000		0.110000	
		127827	1071100		0.107000	
		127833	1071200		0.113000	
		127840	1071300		0.113000	
		127843	1071400		0.107000	
		127848	1071500		0.114000	
		127851	1071600		0.101000	
		127856	1071700		0.108000	
		127863	1071800		0.105000	
		127867	1071900		0.099000	
		127874	1072000		0.106000	
		127883	1072100		0.114000	
		127888	1072200		0.111000	
		127899	1072300		0.124000	
		127905	1072400		0.132000	
		127908	1072500		0.131000	
		127913	1072600		0.143000	
		127918	1072700		0.142000	
		127921	1072800		0.140000	
		127927	1072900		0.152000	
		127936	1073000		0.159000	
		127942	1073100		0.152000	
		127948	1073200		0.150000	
		127959	1073300		0.150000	
		127964	1073400		0.147000	
		127971	1073500		0.149000	
		127978	1073600		0.149000	
		127981	1073700		0.149000	
		127985	1073800		0.150000	
		127992	1073900		0.140000	
		127996	1074000		0.123000	
		128002	1074100		0.124000	
		128007	1074200		0.128000	
		128010	1074300		0.105000	
		128015	1074400		0.104000	
		128021	1074500		0.104000	
		128028	1074600		0.100000	
		128031	1074700		0.095000	
		128038	1074800		0.098000	
		128044	1074900		0.102000	
		128052	1075000		0.112000	
		128055	1075100		0.104000	
		128061	1075200		0.102000	
		128070	1075300		0.117000	
		128074	1075400		0.118000	
		128078	1075500		0.111000	
		128083	1075600		0.115000	
		128089	1075700		0.135000	
		128095	1075800		0.137000	
		128099	1075900		0.168000	
		128102	1076000		0.159000	
		128110	1076100		0.176000	
		128117	1076200		0.210000	
		128125	1076300		0.210000	
		128127	1076400		0.207000	
		128132	1076500		0.208000	
		128137	1076600		0.201000	
		128143	1076700		0.188000	
		128150	1076800		0.190000	
		128158	1076900		0.158000	
		128166	1077000		0.166000	
		128173	1077100		0.155000	
		128175	1077200		0.116000	
		128180	1077300		0.109000	
		128183	1077400		0.112000	
		128187	1077500		0.115000	
		128197	1077600		0.123000	
		128200	1077700		0.120000	
		128201	1077800		0.107000	
		128205	1077900		0.100000	
		128208	1078000		0.093000	
		128211	1078100		0.089000	
		128214	1078200		0.090000	
		128217	1078300		0.081000	
		128221	1078400		0.084000	
		128225	1078500		0.081000	
		128233	1078600		0.090000	
		128234	1078700		0.082000	
		128238	1078800		0.090000	
		128244	1078900		0.096000	
		128250	1079000		0.102000	
		128256	1079100		0.106000	
		128259	1079200		0.109000	
		128264	1079300		0.116000	
		128269	1079400		0.115000	
		128276	1079500		0.122000	
		128282	1079600		0.108000	
		128285	1079700		0.113000	
		128292	1079800		0.212000	
		128298	1079900		0.221000	
		128300	1080000		0.207000	
		128305	1080100		0.208000	
		128310	1080200		0.216000	
		128314	1080300		0.209000	
		128321	1080400		0.208000	
		128325	1080500		0.202000	
		128328	1080600		0.196000	
		128332	1080700		0.196000	
		128337	1080800		0.091000	
		128343	1080900		0.095000	
		128347	1081000		0.100000	
		128355	1081100		0.108000	
		128359	1081200		0.098000	
		128364	1081300		0.101000	
		128368	1081400		0.101000	
		128374	1081500		0.105000	
		128379	1081600		0.113000	
		128386	1081700		0.121000	
		128389	1081800		0.124000	
		128396	1081900		0.119000	
		128405	1082000		0.133000	
		128414	1082100		0.131000	
		128417	1082200		0.132000	
		128421	1082300		0.132000	
		128427	1082400		0.135000	
		128433	1082500		0.130000	
		128438	1082600		0.125000	
		128445	1082700		0.128000	
		128453	1082800		0.137000	
		128457	1082900		0.126000	
		128464	1083000		0.119000	
		128468	1083100		0.109000	
		128474	1083200		0.122000	
		128480	1083300		0.124000	
		128485	1083400		0.122000	
		128494	1083500		0.130000	
		128499	1083600		0.128000	
		128505	1083700		0.122000	
		128513	1083800		0.122000	
		128515	1083900		0.118000	
		128527	1084000		0.123000	
		128528	1084100		0.117000	
		128535	1084200		0.119000	
		128545	1084300		0.125000	
		128550	1084400		0.133000	
		128558	1084500		0.136000	
		128563	1084600		0.140000	
		128574	1084700		0.154000	
		128581	1084800		0.149000	
		128586	1084900		0.155000	
		128592	1085000		0.150000	
		128597	1085100		0.164000	
		128601	1085200		0.150000	
		128607	1085300		0.151000	
		128613	1085400		0.149000	
		128623	1085500		0.142000	
		128631	1085600		0.143000	
		128635	1085700		0.128000	
		128639	1085800		0.129000	
		128643	1085900		0.129000	
		128645	1086000		0.120000	
		128650	1086100		0.116000	
