ocreval Accuracy Report Version 7.0
-----------------------------------
  334062   Characters
   19293   Errors
   94.22%  Accuracy

       6   Reject Characters
       0   Suspect Markers
       0   False Marks
    0.00%  Characters Marked
   94.23%  Accuracy After Correction

     Ins    Subst      Del   Errors
       0        6        0        6   Marked
    2877     1001    15409    19287   Unmarked
    2877     1007    15409    19293   Total

   Count   Missed   %Right
       1        0   {t}-{I}
       1        0   {t}-{U}
       1        0   {t}-{i}
       1        0   {t}-{r}
       1        0   {t}-{₹}
       1        0   {w}-{a}
       1        0   {x}-{)}
       1        0   {x}-{X}
       1        0   {x}-{}
       1        0   {z}-{₹}
       1        0   {{}-{(}
       1        0   {{}-{/}
       1        0   {{}-{[}
       1        0   {{}-{f}
       1        0   {{}-{£}
       1        0   {|}-{/}
       1        0   {|}-{I}
       1        0   {|}-{\}
       1        0   {|}-{]}
       1        0   {}-{"}
       1        0   {}-{&}
       1        0   {}-{/}
       1        0   {}-{2}
       1        0   {}-{7}
       1        0   {}-{8}
       1        0   {}-{F}
       1        0   {}-{U}
       1        0   {}-{X}
       1        0   {}-{[}
       1        0   {}-{\}
       1        0   {}-{]}
       1        0   {}-{a}
       1        0   {}-{g}
       1        0   {}-{o}
       1        0   {}-{u}
       1        0   {}-{²}
       1        0   {}-{”}
       1        0   {}}-{/}
       1        0   {}}-{j}
       1        0   {}}-{l}
       1        0   {}}-{}
       1        0   {¢}-{®}
       1        0   {¥}-{w}
       1        0   {§}-{8}
       1        0   {©}-{@}
       1        0   {©}-{C}
       1        0   {³}-{¹}
       1        0   {³}-{⁹}
       1        0   {·}-{*}
       1        0   {·}-{=}
       1        0   {¹}-{1}
       1        0   {¹}-{⁴}
       1        0   {¹}-{⁵}
       1        0   {»}-{#}
       1        0   {¼}-{J}
       1        0   {¼}-{¾}
       1        0   {½}-{2}
       1        0   {¾}-{4}
       1        0   {¾}-{¼}
       1        0   {¾}-{₹}
       1        0   {’}-{³}
       1        0   {“}-{"}
       1        0   {“}-{*}
       1        0   {“}-{‘}
       1        0   {”}-{‘}
       1        0   {”}-{’}
       1        0   {”}-{™}
       1        0   {…}-{.}
       1        0   {⁰}-{"}
       1        0   {⁰}-{%}
       1        0   {⁰}-{}
       1        0   {⁰}-{®}
       1        0   {⁴}-{*}
       1        0   {⁴}-{}
       1        0   {⁴}-{®}
       1        0   {⁴}-{²}
       1        0   {⁴}-{⁵}
       1        0   {⁵}-{}
       1        0   {⁶}-{⁰}
       1        0   {⁹}-{}
       1        0   {⁹}-{®}
       1        0   {⁹}-{²}
       1        0   {€}-{£}

   Count   Missed   %Right
    4034        2    99.95   {<\n>}
   45680      311    99.32   { }
     134        1    99.25   {!}
     268       24    91.04   {"}
     134        1    99.25   {#}
      67        3    95.52   {$}
     201       20    90.05   {%}
     670       41    93.88   {'}
    1273        0   100.00   {(}
    1273        1    99.92   {)}
     335        7    97.91   {*}
     871        0   100.00   {+}
    2814        3    99.89   {,}
    5025     2266    54.91   {-}
    4422      253    94.28   {.}
    1005       39    96.12   {/}
    2814       18    99.36   {0}
    2479        7    99.72   {1}
    1273        0   100.00   {2}
    1273        0   100.00   {3}
    1139        1    99.91   {4}
     938        0   100.00   {5}
     536        1    99.81   {6}
     737        0   100.00   {7}
    1072        0   100.00   {8}
     938       10    98.93   {9}
    2144        4    99.81   {:}
     268        1    99.63   {;}
     737        2    99.73   {=}
     536        4    99.25   {>}
     201        1    99.50   {?}
     134        1    99.25   {@}
    5963        2    99.97   {A}
    2211        0   100.00   {B}
    4154        1    99.98   {C}
    3417        0   100.00   {D}
    8308        2    99.98   {E}
    2010        2    99.90   {F}
    2680        4    99.85   {G}
    3015        2    99.93   {H}
    6097       42    99.31   {I}
     536        1    99.81   {J}
     871        2    99.77   {K}
    3417        2    99.94   {L}
    2613        1    99.96   {M}
    4757        0   100.00   {N}
    5695        8    99.86   {O}
    2412        0   100.00   {P}
     201        1    99.50   {Q}
    4891        0   100.00   {R}
    6767        4    99.94   {S}
    5159        4    99.92   {T}
    3350        1    99.97   {U}
    1407        1    99.93   {V}
    1407        0   100.00   {W}
     737        4    99.46   {X}
    2278        1    99.96   {Y}
     335        1    99.70   {Z}
     268        6    97.76   {[}
     402       19    95.27   {\}
     201        4    98.01   {]}
     268       17    93.66   {_}
   11256       19    99.83   {a}
    1742        0   100.00   {b}
    6298       14    99.78   {c}
    5494        3    99.95   {d}
   19095        1    99.99   {e}
    2814        1    99.96   {f}
    3149        3    99.90   {g}
    4556        6    99.87   {h}
   12596        2    99.98   {i}
     536        0   100.00   {j}
    1474        1    99.93   {k}
    5963       20    99.66   {l}
    3752        3    99.92   {m}
    9112       10    99.89   {n}
   11122        4    99.96   {o}
    5293        3    99.94   {p}
     134        0   100.00   {q}
   12060        3    99.98   {r}
    9112        8    99.91   {s}
   12462       12    99.90   {t}
    5427        0   100.00   {u}
    2345       12    99.49   {v}
    2479        1    99.96   {w}
    1742        7    99.60   {x}
    3685        6    99.84   {y}
     402        1    99.75   {z}
     201        5    97.51   {{}
     536        6    98.88   {|}
     268        9    96.64   {}}
     134        3    97.76   {¢}
     201        0   100.00   {£}
     268       10    96.27   {¥}
     201        8    96.02   {§}
     201        2    99.00   {©}
     201        0   100.00   {«}
     268        0   100.00   {®}
     201        0   100.00   {°}
     402        0   100.00   {²}
     804       41    94.90   {³}
     201        8    96.02   {·}
     201       35    82.59   {¹}
     201        1    99.50   {»}
     804        8    99.00   {¼}
     134        6    95.52   {½}
     134        4    97.01   {¾}
     268       26    90.30   {—}
     134        4    97.01   {‘}
     134       29    78.36   {’}
     268       12    95.52   {“}
     335       41    87.76   {”}
     134        0   100.00   {•}
     134       36    73.13   {…}
     268      130    51.49   {⁰}
     201       27    86.57   {⁴}
     134       56    58.21   {⁵}
     134        3    97.76   {⁶}
     134       17    87.31   {⁷}
     201       34    83.08   {⁸}
     134       25    81.34   {⁹}
     134        4    97.01   {€}
     134        0   100.00   {₹}
     268        0   100.00   {™}
