ocreval Accuracy Report Version 7.0
-----------------------------------
  314118   Characters
    4983   Errors
   98.41%  Accuracy

       9   Reject Characters
       0   Suspect Markers
       0   False Marks
    0.00%  Characters Marked
   98.42%  Accuracy After Correction

     Ins    Subst      Del   Errors
    4977        4    99.92   {p}
     126        0   100.00   {q}
   11340       10    99.91   {r}
    8568       12    99.86   {s}
   11718       15    99.87   {t}
    5103        5    99.90   {u}
    2205       16    99.27   {v}
    2331        4    99.83   {w}
    1638        9    99.45   {x}
    3465       12    99.65   {y}
     378        2    99.47   {z}
     189        7    96.30   {{}
     504        3    99.40   {|}
     252        9    96.43   {}}
     126        4    96.83   {¢}
     189        0   100.00   {£}
     252       17    93.25   {¥}
     189        2    98.94   {§}
     189        1    99.47   {©}
     189        0   100.00   {«}
     252        2    99.21   {®}
     189        0   100.00   {°}
     378        4    98.94   {²}
     756       33    95.63   {³}
     189       20    89.42   {·}
     189       28    85.19   {¹}
     189        1    99.47   {»}
     756      207    72.62   {¼}
     126        4    96.83   {½}
     126        4    96.83   {¾}
     252       18    92.86   {—}
     126       11    91.27   {‘}
     126       22    82.54   {’}
     252       15    94.05   {“}
     315       32    89.84   {”}
     126        0   100.00   {•}
     126       74    41.27   {…}
     252      151    40.08   {⁰}
     189       19    89.95   {⁴}
     126       37    70.63   {⁵}
     126        4    96.83   {⁶}
     126        3    97.62   {⁷}
     189       25    86.77   {⁸}
     126        3    97.62   {⁹}
     126        1    99.21   {€}
     126        0   100.00   {₹}
     252        0   100.00   {™}
