ocreval Accuracy Report Version 7.0
-----------------------------------
  314118   Characters
    5526   Errors
   98.24%  Accuracy

       3   Reject Characters
       0   Suspect Markers
       0   False Marks
    0.00%  Characters Marked
   98.24%  Accuracy After Correction

     Ins    Subst      Del   Errors
       3        0   {l}-{}
       3        0   {o}-{0Oh}
       3        0   {x³ }-{}
       3        0   {{*}-{£½x}
       3        0   {|}-{\}
       3        0   {}-{...}
       3        0   {}-{F}
       3        0   {}-{J 4}
       3        0   {}-{L}
       3        0   {}-{X}
       3        0   {}-{e}
       3        0   {}-{‘}
       3        0   {}-{⁹}
       3        0   {}-{€}
       3        0   {©}-{c}
       3        0   {²}-{³}
       3        0   {³ -}-{.}
       3        0   {½}-{¼}
       3        0   {“⁵”}-{€c¢}
       3        0   {”}-{— "}
       3        0   {…}-{.}
       3        0   {⁵}-{}
       3        0   {⁵}-{⁸}
       3        0   {⁸}-{}
       3        0   {⁸}-{®}
       3        0   {⁸}-{⁰}
       3        0   {⁸}-{⁵}
       3        0   {⁹}-{⁰}
       2        2   {·³}-{~}
       2        0   { :}-{}
       2        0   { |}-{\}
       2        0   { }-{¹}
       2        0   {"I}-{1}
       2        0   {"}-{'!}
       2        0   {#}-{·}
       2        0   {%}-{½W}
       2        0   {%}-{¾½}
       2        0   {%}-{⁰o}
       2        0   {%}-{⁰®}
       2        0   {%}-{⁸§}
       2        0   {'t}-{+}
       2        0   {'}-{ 4}
       2        0   {'}-{‘}
       2        0   {**}-{"™}
       2        0   {*}-{"}
       2        0   {*}-{+}
       2        0   {*}-{x}
       2        0   {,”}-{.}
       2        0   {,”}-{y}
       2        0   {-(}-{+}
       2        0   {-”}-{— }
       2        0   {.}-{ }
       2        0   {.}-{⁴}
       2        0   {.³}-{:}
       2        0   {//}-{ w}
       2        0   {/¹}-{f}
       2        0   {0³}-{%}
       2        0   {1"}-{x'}
       2        0   {1-}-{M}
       2        0   {1-}-{}
       2        0   {44}-{+}
       2        0   {<\n>n}-{}
       2        0   {AT}-{\F}
       2        0   {EX}-{.}
       2        0   {E}-{1 }
       2        0   {F}-{1 }
       2        0   {F}-{E}
       2        0   {H}-{ID}
       2        0   {I.}-{L}
       2        0   {It}-{HU}
       2        0   {I}-{L}
       2        0   {L}-{I}
       2        0   {T_}-{F }
       2        0   {T}-{E}
       2        0   {U}-{l }
       2        0   {U}-{}
       2        0   {]}-{)}
       2        0   {_{}-{ (}
       2        0   {cy}-{ev}
       2        0   {c}-{ev}
       2        0   {l}-{L}
       2        0   {l}-{U}
       2        0   {n'}-{m}
       2        0   {n}-{mm}
       2        0   {n}-{mw}
       2        0   {t}-{U}
       2        0   {t}-{u}
       2        0   {u}-{w}
       2        0   {v_}-{w }
       2        0   {x }-{h}
       2        0   {x}-{X}
       2        0   {y}-{, }
       2        0   {y}-{w}
       2        0   {{}-{/(}
       2        0   {|}-{I}
       2        0   {}-{"³}
       2        0   {}-{%}
       2        0   {}-{&}
       2        0   {}-{' }
       2        0   {}-{-}
       2        0   {}-{5}
       2        0   {}-{:}
       2        0   {}-{K}
       2        0   {}-{M}
       2        0   {}-{U}
       2        0   {}-{Yw}
       2        0   {}-{_}
       2        0   {}-{b}
       2        0   {}-{s}
       2        0   {}-{¥}
       2        0   {}-{¹¼}
       2        0   {}-{—-}
       2        0   {}t}-{W}
       2        0   {¢}-{©}
       2        0   {¥}-{¾w}
       2        0   {§§}-{88}
       2        0   {°}-{®}
       2        0   {³}-{ ⁵}
       2        0   {³}-{}
       2        0   {·}-{+⁵}
       2        0   {·}-{•}
       2        0   {·³}-{‘3}
       2        0   {¹}-{!}
       2        0   {¼}-{J½}
       2        0   {¾}-{⁵.}
       2        0   {‘}-{'}
       2        0   {’s}-{}
       2        0   {’s}-{³}
       2        0   {’}-{ '}
       2        0   {’}-{W'}
       2        0   {“}-{"³}
       2        0   {”}-{"™}
       2        0   {”}-{}
       2        0   {⁰.}-{°}
       2        0   {⁰}-{0}
       2        0   {⁰}-{°"}
       2        0   {⁰}-{⁶}
       2        0   {⁴ }-{⁵}
       2        0   {⁴}-{³⁵}
       2        0   {⁵ }-{'}
       2        0   {⁵ }-{⁹}
       2        0   {⁵}-{³}
       2        0   {⁵”}-{5}
       2        0   {⁶}-{⁰}
       2        0   {⁶}-{⁸}
       2        0   {⁸]}-{⁶}
       2        0   {⁸}-{⁹}
       2        0   {⁹}-{9}
       2        0   {⁹}-{?}
       2        0   {⁹}-{®}
       2        0   {€}-{CU}
       1        1   {#}-{~}
       1        1   {”}-{~}
       1        0   { }-{1}
       1        0   {!}-{J}
       1        0   {"}-{“}
       1        0   {"}-{⁷}
       1        0   {$}-{s}
       1        0   {%}-{X}
